dataset,dataset_family,t,gt_source_id,gt_target_id,pred_source_id,predicted_target_id,predicted_target_gt_id,matched_gt_target_pred_id,source_node_matched,target_node_matched,source_match_distance_um,target_match_distance_um,correct,outcome,edge_tp,edge_fp,edge_fn,selected_edge_score,selected_edge_distance_um,gt_displacement_um,selected_outgoing_edge_count,persisted_outgoing_edge_count,candidate_export_complete,local_density_pred,density_radius_um,candidate_count,best_candidate_target_id,best_candidate_score,second_candidate_score,candidate_margin,density_bin,margin_bin
44b6_0113de3b,44b6,35,46000000003,47000000003,8255.0,8526.0,47000000003.0,8526.0,True,True,0.0,1.86167137607581,True,correct,1,0,0,0.9314999580383301,3.9804208320226646,2.1877232028983924,1,1,False,10,15.0,,,,,,medium_high,unavailable
44b6_0113de3b,44b6,36,47000000003,48000000003,8526.0,8790.0,48000000003.0,8790.0,True,True,1.86167137607581,0.8125,True,correct,1,0,0,0.9175000190734863,1.625,2.333728575156074,1,1,False,8,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,37,48000000003,49000000003,8790.0,9048.0,49000000003.0,9048.0,True,True,0.8125,0.9084026158592896,True,correct,1,0,0,0.8413581848144531,0.0,0.40625,1,1,False,8,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,38,49000000003,50000000003,9048.0,9310.0,50000000003.0,9310.0,True,True,0.9084026158592896,0.9084026158592896,True,correct,1,0,0,0.7518892288208008,3.6336104634371584,4.0625,1,1,False,9,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,39,50000000003,51000000003,9310.0,9571.0,51000000003.0,9571.0,True,True,0.9084026158592896,0.0,True,correct,1,0,0,0.8916827440261841,2.8145825622994254,2.1877232028983924,1,1,False,7,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,40,51000000003,52000000003,9571.0,9828.0,52000000003.0,9828.0,True,True,0.0,1.6750116604071745,True,correct,1,0,0,0.8985973000526428,2.2980970388562794,1.6750116604071745,1,1,False,9,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,41,52000000003,53000000003,9828.0,10086.0,53000000003.0,10086.0,True,True,1.6750116604071745,0.0,True,correct,1,0,0,0.9311321973800659,2.2980970388562794,3.65625,1,1,False,7,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,42,53000000003,54000000003,10086.0,10353.0,54000000003.0,10353.0,True,True,0.0,0.5745242597140698,True,correct,1,0,0,0.9529126286506653,2.2980970388562794,2.0714766773970688,1,1,False,6,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,43,54000000003,55000000003,10353.0,10633.0,55000000003.0,10633.0,True,True,0.5745242597140698,0.9084026158592896,True,correct,1,0,0,0.9704914689064026,3.9804208320226646,3.374565944310468,1,1,False,6,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,44,55000000003,56000000003,10633.0,10907.0,56000000003.0,10907.0,True,True,0.9084026158592896,0.9084026158592896,True,correct,1,0,0,0.9783987402915955,3.25,3.494694639736067,1,1,False,6,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,45,56000000003,57000000003,10907.0,11188.0,57000000003.0,11188.0,True,True,0.9084026158592896,0.9084026158592896,True,correct,1,0,0,0.9572120308876038,7.621925609713073,6.724634051381532,1,1,False,7,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,46,57000000003,58000000003,11188.0,11465.0,58000000003.0,11465.0,True,True,0.9084026158592896,1.1490485194281397,True,correct,1,0,0,0.9683172702789307,5.629165124598851,6.410516871711672,1,1,False,7,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,47,58000000003,59000000003,11465.0,11741.0,59000000003.0,11741.0,True,True,1.1490485194281397,0.40625,True,correct,1,0,0,0.9725049734115601,6.5,6.147678042358757,1,1,False,7,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,48,59000000003,60000000003,11741.0,12020.0,60000000003.0,12020.0,True,True,0.40625,0.9084026158592896,True,correct,1,0,0,0.9866523146629333,3.6336104634371584,3.494694639736067,1,1,False,9,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,49,60000000003,61000000003,12020.0,12296.0,61000000003.0,12296.0,True,True,0.9084026158592896,1.625,True,correct,1,0,0,0.9556223750114441,3.6336104634371584,4.0827619710803615,1,1,False,8,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,50,61000000003,62000000003,12296.0,12573.0,62000000003.0,12573.0,True,True,1.625,0.5745242597140698,True,correct,1,0,0,0.8988034129142761,7.267220926874317,7.814374775053984,1,1,False,9,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,51,62000000003,63000000003,12573.0,12875.0,63000000003.0,12875.0,True,True,0.5745242597140698,0.9084026158592896,True,correct,1,0,0,0.9827436208724976,4.875,3.917733121653388,1,1,False,11,15.0,,,,,,medium_high,unavailable
44b6_0113de3b,44b6,52,63000000003,64000000003,12875.0,13179.0,64000000003.0,13179.0,True,True,0.9084026158592896,0.8125,True,correct,1,0,0,0.9828070402145386,1.625,2.333728575156074,1,1,False,11,15.0,,,,,,medium_high,unavailable
44b6_0113de3b,44b6,53,64000000003,65000000003,13179.0,13484.0,65000000003.0,13484.0,True,True,0.8125,1.8168052317185792,True,correct,1,0,0,0.9843078255653381,6.080193253507654,4.4502457797294745,1,1,False,10,15.0,,,,,,medium_high,unavailable
44b6_0113de3b,44b6,54,65000000003,66000000003,13484.0,13774.0,66000000003.0,13774.0,True,True,1.8168052317185792,0.0,True,correct,1,0,0,0.9898226261138916,1.625,3.350023320814349,1,1,False,11,15.0,,,,,,medium_high,unavailable
44b6_0113de3b,44b6,55,66000000003,67000000003,13774.0,14067.0,67000000003.0,14067.0,True,True,0.0,0.9084026158592896,True,correct,1,0,0,0.9945032596588135,2.8145825622994254,2.7252078475778685,1,1,False,9,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,56,67000000003,68000000003,14067.0,14353.0,68000000003.0,14353.0,True,True,0.9084026158592896,0.40625,True,correct,1,0,0,0.9715570211410522,2.2980970388562794,1.8168052317185792,1,1,False,9,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,57,68000000003,69000000003,14353.0,14640.0,69000000003.0,14640.0,True,True,0.40625,0.5745242597140698,True,correct,1,0,0,0.9866401553153992,2.2980970388562794,1.86167137607581,1,1,False,8,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,58,69000000003,70000000003,14640.0,14942.0,70000000003.0,14942.0,True,True,0.5745242597140698,0.5745242597140698,True,correct,1,0,0,0.9662081003189087,5.138701197773616,5.138701197773616,1,1,False,8,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,59,70000000003,71000000003,14942.0,15239.0,71000000003.0,15239.0,True,True,0.5745242597140698,0.9084026158592896,True,correct,1,0,0,0.964857280254364,2.8145825622994254,2.333728575156074,1,1,False,9,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,60,71000000003,72000000003,15239.0,15537.0,72000000003.0,15537.0,True,True,0.9084026158592896,0.8125,True,correct,1,0,0,0.9815093278884888,2.2980970388562794,2.1877232028983924,1,1,False,9,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,61,72000000003,73000000003,15537.0,15837.0,73000000003.0,15837.0,True,True,0.8125,0.9084026158592896,True,correct,1,0,0,0.9925504922866821,2.2980970388562794,2.1877232028983924,1,1,False,9,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,62,73000000003,74000000003,15837.0,16126.0,74000000003.0,16126.0,True,True,0.9084026158592896,0.40625,True,correct,1,0,0,0.9878595471382141,2.2980970388562794,1.284675299443404,1,1,False,9,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,63,74000000003,75000000003,16126.0,16428.0,75000000003.0,16428.0,True,True,0.40625,0.5745242597140698,True,correct,1,0,0,0.9784877896308899,2.2980970388562794,2.03125,1,1,False,8,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,64,75000000003,76000000003,16428.0,16723.0,76000000003.0,16723.0,True,True,0.5745242597140698,1.8168052317185792,True,correct,1,0,0,0.988283634185791,2.2980970388562794,4.021669817998489,1,1,False,8,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,65,76000000003,77000000003,16723.0,17017.0,77000000003.0,17017.0,True,True,1.8168052317185792,0.5745242597140698,True,correct,1,0,0,0.9557912349700928,4.875,3.300390601883359,1,1,False,9,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,66,77000000003,78000000003,17017.0,17309.0,78000000003.0,17309.0,True,True,0.5745242597140698,1.6750116604071745,True,correct,1,0,0,0.9689782857894897,1.625,3.374565944310468,1,1,False,7,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,67,78000000003,79000000003,17309.0,17603.0,79000000003.0,17603.0,True,True,1.6750116604071745,0.0,True,correct,1,0,0,0.9915157556533813,4.596194077712559,3.2752922102462856,1,1,False,10,15.0,,,,,,medium_high,unavailable
44b6_0113de3b,44b6,68,79000000003,80000000004,17603.0,17894.0,80000000004.0,17894.0,True,True,0.0,0.9084026158592896,True,correct,1,0,0,0.9902376532554626,2.2980970388562794,1.86167137607581,1,1,False,9,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,69,80000000004,81000000004,17894.0,18183.0,81000000004.0,18183.0,True,True,0.9084026158592896,0.40625,True,correct,1,0,0,0.9957432150840759,2.2980970388562794,3.040096626753827,1,1,False,7,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,70,81000000004,82000000004,18183.0,18478.0,82000000004.0,18478.0,True,True,0.40625,0.40625,True,correct,1,0,0,0.9927816987037659,2.2980970388562794,2.2980970388562794,1,1,False,7,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,71,82000000004,83000000004,18478.0,18772.0,83000000004.0,18772.0,True,True,0.40625,0.8125,True,correct,1,0,0,0.9832291007041931,1.625,1.86167137607581,1,1,False,6,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,72,83000000004,84000000004,18772.0,19057.0,84000000004.0,19057.0,True,True,0.8125,1.625,True,correct,1,0,0,0.9889927506446838,1.625,1.8168052317185792,1,1,False,5,15.0,,,,,,medium_low,unavailable
44b6_0113de3b,44b6,73,84000000004,85000000004,19057.0,19349.0,85000000004.0,19349.0,True,True,1.625,1.8168052317185792,True,correct,1,0,0,0.9921174645423889,2.2980970388562794,2.4375,1,1,False,3,15.0,,,,,,low,unavailable
44b6_0113de3b,44b6,74,85000000004,86000000004,19349.0,19626.0,86000000004.0,19626.0,True,True,1.8168052317185792,1.8168052317185792,True,correct,1,0,0,0.9924969673156738,0.0,1.1490485194281397,1,1,False,6,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,11,90000000036,91000000036,4388.0,4687.0,91000000036.0,4687.0,True,True,1.625,1.8168052317185792,True,correct,1,0,0,0.8582049012184143,2.2980970388562794,2.4375,1,1,False,4,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,12,91000000036,92000000036,4687.0,4996.0,92000000036.0,4996.0,True,True,1.8168052317185792,1.6750116604071745,True,correct,1,0,0,0.884103000164032,2.2980970388562794,2.6012692214570947,1,1,False,5,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,13,92000000036,93000000036,4996.0,,,5346.0,True,True,1.6750116604071745,3.72334275215162,False,missing_edge,0,0,1,,,0.40625,0,0,False,3,15.0,,,,,,low,unavailable
44b6_0b24845f,44b6,14,93000000036,94000000036,5346.0,5673.0,94000000036.0,5673.0,True,True,3.72334275215162,2.0714766773970688,True,correct,1,0,0,0.9364900588989258,3.25,2.0714766773970688,1,1,False,4,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,15,94000000036,95000000036,5673.0,6012.0,95000000036.0,6012.0,True,True,2.0714766773970688,1.7235727791422095,True,correct,1,0,0,0.6574383974075317,3.6336104634371584,2.4375,1,1,False,5,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,16,95000000036,96000000036,6012.0,6334.0,96000000036.0,6334.0,True,True,1.7235727791422095,3.65625,True,correct,1,0,0,0.7078456282615662,4.875,2.7252078475778685,1,1,False,5,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,17,96000000036,97000000036,6334.0,6682.0,97000000036.0,6682.0,True,True,3.65625,3.374565944310468,True,correct,1,0,0,0.8270478248596191,2.8145825622994254,3.350023320814349,1,1,False,6,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,18,97000000036,98000000036,6682.0,7016.0,98000000036.0,7016.0,True,True,3.374565944310468,0.8125,True,correct,1,0,0,0.7572335004806519,1.625,2.333728575156074,1,1,False,5,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,19,98000000036,99000000036,7016.0,7307.0,99000000036.0,7307.0,True,True,0.8125,2.1877232028983924,True,correct,1,0,0,0.6646094918251038,2.8145825622994254,0.40625,1,1,False,4,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,20,99000000036,100000000036,7307.0,7567.0,100000000036.0,7567.0,True,True,2.1877232028983924,1.6750116604071745,True,correct,1,0,0,0.9012344479560852,2.8145825622994254,2.9295104113144914,1,1,False,2,15.0,,,,,,low,unavailable
44b6_0b24845f,44b6,21,100000000036,101000000036,7567.0,,,7849.0,True,True,1.6750116604071745,3.447145558284419,False,missing_edge,0,0,1,,,2.9575446425202108,0,0,False,1,15.0,,,,,,low,unavailable
44b6_0b24845f,44b6,22,101000000036,102000000036,7849.0,8147.0,102000000036.0,8147.0,True,True,3.447145558284419,3.300390601883359,True,correct,1,0,0,0.9487522840499878,1.625,2.368824207280903,1,1,False,2,15.0,,,,,,low,unavailable
44b6_0b24845f,44b6,23,102000000036,103000000036,8147.0,8420.0,103000000036.0,8420.0,True,True,3.300390601883359,1.8168052317185792,True,correct,1,0,0,0.9348381161689758,3.25,3.300390601883359,1,1,False,4,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,24,103000000036,104000000036,8420.0,8696.0,104000000036.0,8696.0,True,True,1.8168052317185792,2.0714766773970688,True,correct,1,0,0,0.97406005859375,3.6336104634371584,3.300390601883359,1,1,False,4,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,25,104000000036,105000000036,8696.0,8984.0,105000000036.0,8984.0,True,True,2.0714766773970688,1.6750116604071745,True,correct,1,0,0,0.979524552822113,2.2980970388562794,1.6750116604071745,1,1,False,6,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,26,105000000036,106000000036,8984.0,9248.0,106000000036.0,9248.0,True,True,1.6750116604071745,1.6750116604071745,True,correct,1,0,0,0.9850988388061523,1.625,1.8168052317185792,1,1,False,3,15.0,,,,,,low,unavailable
44b6_0b24845f,44b6,27,106000000036,107000000036,9248.0,9538.0,107000000036.0,9538.0,True,True,1.6750116604071745,1.9902104160113323,True,correct,1,0,0,0.9048063158988953,3.25,3.7454399357752353,1,1,False,4,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,28,107000000036,108000000036,9538.0,9855.0,108000000036.0,9855.0,True,True,1.9902104160113323,2.03125,True,correct,1,0,0,0.968196451663971,1.625,0.9084026158592896,1,1,False,6,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,29,108000000036,109000000036,9855.0,10146.0,109000000036.0,10146.0,True,True,2.03125,0.8125,True,correct,1,0,0,0.9517068862915039,2.2980970388562794,2.9575446425202108,1,1,False,6,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,30,109000000036,110000000036,10146.0,10405.0,110000000036.0,10405.0,True,True,0.8125,1.7235727791422095,True,correct,1,0,0,0.9606122374534607,4.596194077712559,2.632800908728193,1,1,False,7,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,31,110000000036,111000000036,10405.0,10641.0,111000000036.0,10641.0,True,True,1.7235727791422095,2.03125,True,correct,1,0,0,0.9704095125198364,2.2980970388562794,1.86167137607581,1,1,False,7,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,32,111000000036,112000000036,10641.0,10900.0,112000000036.0,10900.0,True,True,2.03125,0.5745242597140698,True,correct,1,0,0,0.951745867729187,3.25,4.958913218891817,1,1,False,7,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,33,112000000036,113000000036,10900.0,11181.0,113000000036.0,11181.0,True,True,0.5745242597140698,2.6012692214570947,True,correct,1,0,0,0.933374285697937,3.6336104634371584,1.86167137607581,1,1,False,5,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,34,113000000036,114000000036,11181.0,11470.0,114000000036.0,11470.0,True,True,2.6012692214570947,2.4375,True,correct,1,0,0,0.9524733424186707,3.6336104634371584,4.0827619710803615,1,1,False,4,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,35,114000000036,115000000036,11470.0,11793.0,115000000036.0,11793.0,True,True,2.4375,2.03125,True,correct,1,0,0,0.9123541116714478,0.0,0.9084026158592896,1,1,False,5,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,36,115000000036,116000000036,11793.0,12108.0,116000000036.0,12108.0,True,True,2.03125,2.333728575156074,True,correct,1,0,0,0.961819052696228,1.625,1.7235727791422095,1,1,False,6,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,37,116000000036,117000000036,12108.0,12432.0,117000000036.0,12432.0,True,True,2.333728575156074,4.375446405796785,True,correct,1,0,0,0.9738965034484863,1.625,0.9084026158592896,1,1,False,6,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,38,117000000036,118000000036,12432.0,12736.0,118000000036.0,12736.0,True,True,4.375446405796785,2.632800908728193,True,correct,1,0,0,0.9401934146881104,2.8145825622994254,2.0714766773970688,1,1,False,4,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,39,118000000027,119000000027,12595.0,12894.0,119000000027.0,12894.0,True,True,5.202538442914189,4.0010984819796676,True,correct,1,0,0,0.864836573600769,1.625,3.2752922102462856,1,1,False,1,15.0,,,,,,low,unavailable
44b6_0b24845f,44b6,39,118000000036,119000000036,12736.0,13045.0,119000000036.0,13045.0,True,True,2.632800908728193,5.859020822628983,True,correct,1,0,0,0.9451286196708679,3.6336104634371584,0.5745242597140698,1,1,False,5,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,40,119000000027,120000000027,12894.0,13198.0,120000000027.0,13198.0,True,True,4.0010984819796676,4.021669817998489,True,correct,1,0,0,0.8914650678634644,1.625,1.6750116604071745,1,1,False,1,15.0,,,,,,low,unavailable
44b6_0b24845f,44b6,40,119000000036,120000000036,13045.0,13335.0,120000000036.0,13335.0,True,True,5.859020822628983,2.0714766773970688,True,correct,1,0,0,0.6103648543357849,5.138701197773616,4.33756303988772,1,1,False,7,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,41,120000000027,121000000028,13198.0,13504.0,121000000028.0,13504.0,True,True,4.021669817998489,3.25,True,correct,1,0,0,0.8543287515640259,0.0,1.7235727791422095,1,1,False,1,15.0,,,,,,low,unavailable
44b6_0b24845f,44b6,41,120000000036,121000000037,13335.0,13621.0,121000000037.0,13621.0,True,True,2.0714766773970688,0.9084026158592896,True,correct,1,0,0,0.6182492971420288,5.3895152843275245,5.154734625807618,1,1,False,5,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,42,121000000028,122000000028,13504.0,13775.0,122000000028.0,13775.0,True,True,3.25,3.6336104634371584,True,correct,1,0,0,0.8961480259895325,1.625,0.0,1,1,False,1,15.0,,,,,,low,unavailable
44b6_0b24845f,44b6,42,121000000037,122000000037,13621.0,13882.0,122000000037.0,13882.0,True,True,0.9084026158592896,1.284675299443404,True,correct,1,0,0,0.9552245140075684,1.625,0.9084026158592896,1,1,False,5,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,43,122000000028,123000000028,13775.0,14025.0,123000000028.0,14025.0,True,True,3.6336104634371584,3.8540258983302125,True,correct,1,0,0,0.8846321105957031,0.0,0.5745242597140698,1,1,False,1,15.0,,,,,,low,unavailable
44b6_0b24845f,44b6,43,122000000037,123000000037,13882.0,14141.0,123000000037.0,14141.0,True,True,1.284675299443404,2.4375,True,correct,1,0,0,0.9222118854522705,3.6336104634371584,2.0714766773970688,1,1,False,5,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,44,123000000028,124000000028,14025.0,14313.0,124000000028.0,14313.0,True,True,3.8540258983302125,3.040096626753827,True,correct,1,0,0,0.8635967969894409,0.0,2.0714766773970688,1,1,False,1,15.0,,,,,,low,unavailable
44b6_0b24845f,44b6,44,123000000037,124000000037,14141.0,14443.0,124000000037.0,14443.0,True,True,2.4375,0.40625,True,correct,1,0,0,0.9683583974838257,1.625,1.86167137607581,1,1,False,4,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,45,124000000028,125000000028,14313.0,14604.0,125000000028.0,14604.0,True,True,3.040096626753827,3.2752922102462856,True,correct,1,0,0,0.8210009932518005,1.625,0.9084026158592896,1,1,False,1,15.0,,,,,,low,unavailable
44b6_0b24845f,44b6,45,124000000037,125000000037,14443.0,14733.0,125000000037.0,14733.0,True,True,0.40625,2.1877232028983924,True,correct,1,0,0,0.9117177128791809,2.2980970388562794,1.1490485194281397,1,1,False,4,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,46,125000000028,126000000029,14604.0,14890.0,126000000029.0,14890.0,True,True,3.2752922102462856,3.65625,True,correct,1,0,0,0.8867119550704956,2.2980970388562794,1.625,1,1,False,1,15.0,,,,,,low,unavailable
44b6_0b24845f,44b6,46,125000000037,126000000038,14733.0,15017.0,126000000038.0,15017.0,True,True,2.1877232028983924,0.5745242597140698,True,correct,1,0,0,0.8696869611740112,2.2980970388562794,1.86167137607581,1,1,False,4,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,47,126000000029,127000000029,14890.0,15153.0,127000000029.0,15153.0,True,True,3.65625,4.1429533547941375,True,correct,1,0,0,0.9575774073600769,0.0,0.9084026158592896,1,1,False,1,15.0,,,,,,low,unavailable
44b6_0b24845f,44b6,47,126000000038,127000000038,15017.0,15284.0,127000000038.0,15284.0,True,True,0.5745242597140698,1.6750116604071745,True,correct,1,0,0,0.9326865673065186,2.2980970388562794,0.9084026158592896,1,1,False,4,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,48,127000000029,128000000029,15153.0,15449.0,128000000029.0,15449.0,True,True,4.1429533547941375,4.33756303988772,True,correct,1,0,0,0.9199673533439636,0.0,1.284675299443404,1,1,False,1,15.0,,,,,,low,unavailable
44b6_0b24845f,44b6,48,127000000038,128000000038,15284.0,15569.0,128000000038.0,15569.0,True,True,1.6750116604071745,2.03125,True,correct,1,0,0,0.923701822757721,1.625,2.0714766773970688,1,1,False,5,15.0,,,,,,medium_low,unavailable
44b6_0b24845f,44b6,49,128000000038,129000000039,15569.0,15823.0,129000000039.0,15823.0,True,True,2.03125,1.625,True,correct,1,0,0,0.921789824962616,3.6336104634371584,2.333728575156074,1,1,False,4,15.0,,,,,,medium_low,unavailable
6bba_05b6850b,6bba,0,1000001,2000011,21.0,95.0,2000011.0,95.0,True,True,1.86167137607581,3.374565944310468,True,correct,1,0,0,0.8917167782783508,3.6336104634371584,1.8168052317185792,1,1,False,1,15.0,,,,,,low,unavailable
6bba_05b6850b,6bba,0,1000002,2000013,24.0,100.0,2000013.0,100.0,True,True,1.9902104160113323,1.6750116604071745,True,correct,1,0,0,0.9513781070709229,0.0,0.9084026158592896,1,1,False,2,15.0,,,,,,low,unavailable
6bba_05b6850b,6bba,0,1000003,2000012,22.0,97.0,2000012.0,97.0,True,True,3.374565944310468,1.8168052317185792,True,correct,1,0,0,0.8418528437614441,1.625,3.2752922102462856,1,1,False,2,15.0,,,,,,low,unavailable
6bba_05b6850b,6bba,0,1000006,2000016,49.0,121.0,2000016.0,121.0,True,True,1.8168052317185792,1.7235727791422095,True,correct,1,0,0,0.9322007298469543,2.2980970388562794,2.632800908728193,1,1,False,2,15.0,,,,,,low,unavailable
6bba_05b6850b,6bba,0,1000008,2000018,70.0,150.0,2000018.0,150.0,True,True,0.9084026158592896,1.284675299443404,True,correct,1,0,0,0.9863017797470093,0.0,0.9084026158592896,1,1,False,2,15.0,,,,,,low,unavailable
6bba_05b6850b,6bba,0,1000010,2000017,71.0,149.0,2000017.0,149.0,True,True,1.8168052317185792,0.5745242597140698,True,correct,1,0,0,0.5784463286399841,2.2980970388562794,3.494694639736067,1,1,False,1,15.0,,,,,,low,unavailable
