split,dataset,t,cohort,cause,diag_target_rank,diag_source_rank,local_density_pred,competitor_margin_diag,n_cands_on_target,gt_source_id,gt_target_id,gt_blended_prob,gt_blended_logit,gt_seed1_logit,gt_seed2_logit,gt_seed1_prob,gt_seed2_prob,gt_source_rank,gt_target_rank,gt_dist_um,gt_dz_um,gt_dy_um,gt_dx_um,comp_source_id,comp_target_id,comp_blended_prob,comp_blended_logit,comp_seed1_logit,comp_seed2_logit,comp_seed1_prob,comp_seed2_prob,comp_source_rank,comp_target_rank,comp_dist_um,comp_dz_um,comp_dy_um,comp_dx_um,d_blended_prob,d_blended_logit,d_seed1_logit,d_seed2_logit,d_seed1_prob,d_seed2_prob,d_dist_um,gt_seed_disagree,comp_seed_disagree,d_seed_disagree,seed1_prefers_gt,seed2_prefers_gt,seeds_agree_gt,seeds_agree_comp,seed_conflict,gt_closer,alpha_flip_any,alpha_flip_count,alpha_flip_min,alpha_flip_max,gt_wins_at_0_5
fixed8,6bba_05db0fb1,20,ranking_fail,scorer_ranking,3,2,13.0,0.7522282041609287,16,16832,17627,0.04817658290266991,-1.4365938901901245,-1.2344242334365845,-1.6387635469436646,0.03703078627586365,0.058974966406822205,2,3,7.621925609713073,-4.875,4.875,-3.25,16808,17627,0.8004047870635986,1.3736507892608643,1.808950424194336,0.938351035118103,0.7767545580863953,0.7760583758354187,1,1,2.2980970388562794,-1.625,-1.625,0.0,-0.7522282041609287,-2.8102446794509888,-3.0433746576309204,-2.5771145820617676,-0.7397237718105316,-0.7170834094285965,5.323828570856794,0.021944180130958557,0.0006961822509765625,0.021247997879981995,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,21,ranking_fail,scorer_ranking,2,3,13.0,0.918226609006524,16,17496,18359,0.01715623401105404,-2.2426528930664062,-2.422426223754883,-2.062879800796509,0.008314170874655247,0.03389102220535278,3,2,9.613629647536875,4.875,-8.125,-1.625,17532,18359,0.9353828430175781,1.7559412717819214,2.32722544670105,1.184657096862793,0.9606525301933289,0.8719107508659363,1,1,0.0,0.0,0.0,0.0,-0.9182266090065241,-3.9985941648483276,-4.749651670455933,-3.2475368976593018,-0.9523383593186736,-0.8380197286605835,9.613629647536875,0.025576851330697536,0.08874177932739258,-0.06316492799669504,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,21,ranking_fail,scorer_ranking,5,6,13.0,0.8969069132581353,17,17627,18485,0.010035394690930843,-2.475367307662964,-2.2721199989318848,-2.678614616394043,0.007612802088260651,0.012941757217049599,6,5,10.405076885828379,4.875,-6.5,6.5,17658,18485,0.9069423079490662,2.028593063354492,2.5001115798950195,1.557074785232544,0.8997011184692383,0.8943958282470703,1,1,1.625,0.0,0.0,1.625,-0.8969069132581353,-4.503960371017456,-4.772231578826904,-4.235689401626587,-0.8920883163809776,-0.8814540710300207,8.780076885828379,0.005328955128788948,0.005305290222167969,2.366490662097931e-05,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,22,ranking_fail,scorer_ranking,2,2,12.0,0.2152756303548813,25,18485,19330,0.19071681797504425,-1.00028657913208,-0.6651740074157715,-1.3353990316390991,0.1408260613679886,0.18881435692310333,2,2,7.083210783253595,1.625,4.875,-4.875,18507,19330,0.40599244832992554,-0.24474170804023743,-0.2576688230037689,-0.23181460797786713,0.21167047321796417,0.5692664980888367,2,1,6.894291116568838,0.0,-4.875,4.875,-0.2152756303548813,-0.7555448710918427,-0.40750518441200256,-1.103584423661232,-0.07084441184997559,-0.38045214116573334,0.18891966668475657,0.047988295555114746,0.3575960248708725,-0.30960772931575775,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,25,ranking_fail,scorer_ranking,3,3,12.0,0.6258809641003609,16,20164,21022,0.08427136391401291,-1.2476834058761597,-1.1934674978256226,-1.3018993139266968,0.06535567343235016,0.09770031273365021,3,3,11.02128622257856,4.875,1.625,9.75,20216,21022,0.7101523280143738,0.8837538361549377,1.30572509765625,0.4617825448513031,0.7955524325370789,0.5699717402458191,1,1,2.2980970388562794,-1.625,1.625,0.0,-0.6258809641003609,-2.1314372420310974,-2.4991925954818726,-1.7636818587779999,-0.7301967591047287,-0.4722714275121689,8.72318918372228,0.03234463930130005,0.22558069229125977,-0.19323605298995972,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,25,ranking_fail,scorer_ranking,2,1,18.0,0.0166421085596084,19,20749,21577,0.2494571954011917,-0.4863622784614563,-0.08955797553062439,-0.8831665515899658,0.20400838553905487,0.27388307452201843,1,2,6.894291116568838,0.0,4.875,4.875,20752,21577,0.26609930396080017,-0.4217801094055176,0.12369969487190247,-0.9672598838806152,0.252501904964447,0.25179317593574524,2,1,3.25,0.0,0.0,-3.25,-0.01664210855960846,-0.06458216905593872,-0.21325767040252686,0.08409333229064941,-0.04849351942539215,0.022089898586273193,3.644291116568838,0.06987468898296356,0.0007087290287017822,0.06916595995426178,0,1,0,0,1,0,1,6,0.0,0.25,0
fixed8,6bba_05db0fb1,28,ranking_fail,scorer_ranking,2,1,5.0,0.2947342842817306,18,22672,23499,0.17631952464580536,0.7293921709060669,0.8714088201522827,0.5873755216598511,0.14395219087600708,0.20960527658462524,1,2,4.875,-1.625,3.25,-3.25,22642,23499,0.471053808927536,1.712066650390625,2.069110155105591,1.3550231456756592,0.4768407642841339,0.4516347050666809,1,1,2.2980970388562794,1.625,0.0,1.625,-0.29473428428173065,-0.9826744794845581,-1.197701334953308,-0.7676476240158081,-0.33288857340812683,-0.24202942848205566,2.5769029611437206,0.06565308570861816,0.025206059217453003,0.04044702649116516,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,33,ranking_fail,scorer_ranking,2,2,9.0,0.7170481085777283,37,27557,28393,0.04593616724014282,-0.9596297144889832,-0.8762849569320679,-1.0429744720458984,0.023017246276140213,0.06979700177907944,2,2,6.080193253507654,3.25,-1.625,-4.875,27576,28393,0.7629842758178711,1.8503549098968506,2.360408067703247,1.340301752090454,0.58577561378479,0.7566246390342712,1,1,0.0,0.0,0.0,0.0,-0.7170481085777283,-2.8099846243858337,-3.236693024635315,-2.3832762241363525,-0.5627583675086498,-0.6868276372551918,6.080193253507654,0.046779755502939224,0.1708490252494812,-0.12406926974654198,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,35,ranking_fail,scorer_ranking,3,2,12.0,0.3261350765824318,37,29205,29994,0.060765646398067474,-2.7767090797424316,-2.8078927993774414,-2.7455251216888428,0.03779761120676994,0.08398815989494324,2,3,8.285906709588275,-4.875,-1.625,6.5,29140,29994,0.38690072298049927,-0.9255654215812683,-0.6411843299865723,-1.2099465131759644,0.3299543261528015,0.3900420367717743,2,1,7.267220926874317,6.5,-3.25,0.0,-0.3261350765824318,-1.8511436581611633,-2.166708469390869,-1.5355786085128784,-0.29215671494603157,-0.30605387687683105,1.0186857827139582,0.046190548688173294,0.06008771061897278,-0.013897161930799484,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,46,ranking_fail,scorer_ranking,2,2,14.0,0.695768229663372,17,37741,38444,0.07042921334505081,-0.9785076379776001,-1.0252325534820557,-0.9317827224731445,0.06074327975511551,0.07891198992729187,2,2,7.960841664045329,-6.5,-3.25,-3.25,37681,38444,0.7661974430084229,1.4083240032196045,1.535309076309204,1.2813390493392944,0.7861896753311157,0.7215885519981384,1,1,2.2980970388562794,0.0,1.625,1.625,-0.695768229663372,-2.3868316411972046,-2.5605416297912598,-2.213121771812439,-0.7254463955760002,-0.6426765620708466,5.66274462518905,0.01816871017217636,0.0646011233329773,-0.046432413160800934,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,50,ranking_fail,scorer_ranking,5,4,14.0,0.6000176854431629,16,40471,41209,0.03491876646876335,-1.726823091506958,-0.5638653039932251,-2.8897807598114014,0.07330634444952011,0.015266148373484612,4,5,8.75089281159357,-4.875,-3.25,6.5,40451,41209,0.6349364519119263,1.1736774444580078,1.5949509143829346,0.752403974533081,0.6348974108695984,0.5827875137329102,1,1,3.9804208320226646,-1.625,1.625,3.25,-0.6000176854431629,-2.900500535964966,-2.1588162183761597,-3.6421847343444824,-0.5615910664200783,-0.5675213653594255,4.770471979570905,0.0580401960760355,0.05210989713668823,0.005930298939347267,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,50,ranking_fail,scorer_ranking,2,3,12.0,0.5343301147222519,17,40760,41574,0.12637050449848175,-0.3481878936290741,-0.6239368915557861,-0.07243888080120087,0.07392615079879761,0.2035200297832489,3,2,8.443747686898277,8.125,-1.625,1.625,40839,41574,0.6607006192207336,1.3058948516845703,1.5968425273895264,1.0149470567703247,0.6811932325363159,0.6037440299987793,1,1,1.625,-1.625,0.0,0.0,-0.5343301147222519,-1.6540827453136444,-2.2207794189453125,-1.0873859375715256,-0.6072670817375183,-0.4002240002155304,6.818747686898277,0.1295938789844513,0.07744920253753662,0.05214467644691467,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,55,ranking_fail,scorer_ranking,2,2,17.0,0.1700286716222763,19,44320,44985,0.19353531301021576,-1.1739327907562256,-1.8346126079559326,-0.5132529735565186,0.09010559320449829,0.2904788851737976,2,2,8.75089281159357,-8.125,0.0,3.25,44228,44985,0.36356398463249207,-0.5434374809265137,-0.16139501333236694,-0.9254800081253052,0.4801986515522003,0.19234754145145416,2,1,7.267220926874317,3.25,-6.5,0.0,-0.1700286716222763,-0.6304953098297119,-1.6732175946235657,0.4122270345687866,-0.390093058347702,0.09813134372234344,1.4836718847192527,0.20037329196929932,0.28785111010074615,-0.08747781813144684,0,1,0,0,1,0,1,4,0.0,0.15000000000000002,0
fixed8,6bba_05db0fb1,56,ranking_fail,scorer_ranking,6,7,15.0,0.6997915785759687,16,44985,45737,0.010292919352650642,-2.5743350982666016,-3.0684831142425537,-2.0801870822906494,0.004081054124981165,0.02207842469215393,7,6,11.490485194281398,0.0,1.625,11.375,44988,45737,0.7100844979286194,1.659592628479004,2.254809856414795,1.064375400543213,0.8368527293205261,0.5124295949935913,1,1,1.625,0.0,0.0,1.625,-0.6997915785759687,-4.2339277267456055,-5.323292970657349,-3.1445624828338623,-0.832771675195545,-0.4903511703014374,9.865485194281398,0.017997370567172766,0.3244231343269348,-0.30642576375976205,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,57,ranking_fail,scorer_ranking,2,3,18.0,0.0243972241878509,34,45737,46484,0.1577010601758957,-0.6104207038879395,-0.7324222326278687,-0.48841914534568787,0.1200517937541008,0.16512244939804077,3,2,5.138701197773616,0.0,1.625,-4.875,45806,46484,0.18209828436374664,-0.4665752351284027,-0.836369514465332,-0.09678095579147339,0.10819943249225616,0.244282528758049,2,1,8.285906709588275,-8.125,0.0,-1.625,-0.024397224187850952,-0.14384546875953674,0.10394728183746338,-0.3916381895542145,0.011852361261844635,-0.07916007936000824,-3.1472055118146587,0.04507065564393997,0.13608309626579285,-0.09101244062185287,1,0,0,0,1,1,1,5,0.8,1.0,0
fixed8,6bba_05db0fb1,58,ranking_fail,scorer_ranking,3,9,9.0,0.8628254132345319,17,46809,47510,0.007880429737269878,-3.2105371952056885,-2.8779990673065186,-3.5430753231048584,0.008652218617498875,0.007104687392711639,9,3,11.941262496067994,-4.875,-9.75,-4.875,46765,47510,0.8707058429718018,1.494384765625,1.7366443872451782,1.2521250247955322,0.8734573721885681,0.8591599464416504,1,1,0.0,0.0,0.0,0.0,-0.8628254132345319,-4.7049219608306885,-4.614643454551697,-4.795200347900391,-0.8648051535710692,-0.8520552590489388,11.941262496067994,0.0015475312247872353,0.014297425746917725,-0.01274989452213049,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,59,ranking_fail,scorer_ranking,4,3,7.0,0.8475583242252469,16,47510,48283,0.010682935826480389,-3.0127978324890137,-2.8284716606140137,-3.1971240043640137,0.009637788869440556,0.01135971862822771,3,4,9.475296829123613,4.875,8.125,0.0,47562,48283,0.8582412600517273,1.3734397888183594,1.6519969701766968,1.0948824882507324,0.8507856726646423,0.8305433392524719,1,1,3.6336104634371584,-1.625,0.0,3.25,-0.8475583242252469,-4.386237621307373,-4.4804686307907104,-4.292006492614746,-0.8411478837952018,-0.8191836206242442,5.841686365686455,0.0017219297587871552,0.02024233341217041,-0.018520403653383255,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,62,ranking_fail,scorer_ranking,5,3,13.0,0.6259663570672274,17,49571,50220,0.022498084232211113,-2.001810073852539,-2.059877634048462,-1.9437426328659058,0.01994556188583374,0.023303639143705368,3,5,10.017172754824587,-9.75,1.625,1.625,49490,50220,0.6484644412994385,1.3593668937683105,1.5190038681030273,1.1997298002243042,0.7147179841995239,0.5402769446372986,1,1,0.0,0.0,0.0,0.0,-0.6259663570672274,-3.3611769676208496,-3.5788815021514893,-3.14347243309021,-0.6947724223136902,-0.5169733054935932,10.017172754824587,0.003358077257871628,0.17444103956222534,-0.17108296230435371,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,63,ranking_fail,scorer_ranking,2,3,14.0,0.711691040545702,16,50220,51012,0.05963979288935661,-1.177290439605713,-1.408388376235962,-0.9461925029754639,0.044982753694057465,0.07696413993835449,3,2,8.443747686898277,8.125,-1.625,-1.625,50290,51012,0.7713308334350586,1.3825041055679321,1.4434610605239868,1.3215471506118774,0.779091477394104,0.7432847619056702,1,1,2.2980970388562794,0.0,-1.625,1.625,-0.711691040545702,-2.559794545173645,-2.8518494367599487,-2.2677396535873413,-0.7341087237000465,-0.6663206219673157,6.145650648041998,0.03198138624429703,0.03580671548843384,-0.0038253292441368103,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,65,ranking_fail,scorer_ranking,2,2,9.0,0.7349444329738617,16,51835,52595,0.11609300971031189,-0.44030433893203735,-0.07743621617555618,-0.8031724691390991,0.09862569719552994,0.13383379578590393,2,2,4.875,1.625,3.25,3.25,51867,52595,0.8510374426841736,1.5517600774765015,2.090641975402832,1.012878179550171,0.8621334433555603,0.8227476477622986,1,1,1.625,-1.625,0.0,0.0,-0.7349444329738617,-1.9920644164085388,-2.168078191578388,-1.81605064868927,-0.7635077461600304,-0.6889138519763947,3.25,0.03520809859037399,0.03938579559326172,-0.004177697002887726,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,70,ranking_fail,scorer_ranking,2,1,16.0,0.5002248734235764,16,55164,55873,0.1845594197511673,0.23154783248901367,0.6300615072250366,-0.16696584224700928,0.22234269976615906,0.14803913235664368,1,2,5.138701197773616,0.0,4.875,1.625,55173,55873,0.6847842931747437,1.542680263519287,1.7129520177841187,1.3724086284637451,0.6566232442855835,0.6901100873947144,1,1,2.8145825622994254,-1.625,-1.625,1.625,-0.5002248734235764,-1.3111324310302734,-1.082890510559082,-1.5393744707107544,-0.43428054451942444,-0.5420709550380707,2.324118635474191,0.07430356740951538,0.03348684310913086,0.04081672430038452,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,72,ranking_fail,scorer_ranking,3,3,15.0,0.7139445580542088,16,56581,57290,0.05224543437361717,-1.255914330482483,-0.14485199749469757,-2.366976737976074,0.12257619947195053,0.018453864380717278,3,3,6.700046641628698,0.0,6.5,1.625,56583,57290,0.7661899924278259,1.4295634031295776,1.6604282855987549,1.1986985206604004,0.7454686760902405,0.6525899767875671,1,1,3.6336104634371584,0.0,1.625,3.25,-0.7139445580542088,-2.6854777336120605,-1.8052802830934525,-3.5656752586364746,-0.62289247661829,-0.6341361124068499,3.0664361781915397,0.10412233509123325,0.09287869930267334,0.011243635788559914,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,75,ranking_fail,scorer_ranking,2,2,14.0,0.4346159398555755,16,58672,59351,0.1642274558544159,0.009984910488128662,1.128200888633728,-1.1082310676574707,0.30728086829185486,0.07525640726089478,2,2,3.6336104634371584,-1.625,3.25,0.0,58673,59351,0.5988433957099915,1.3037326335906982,1.4949613809585571,1.1125038862228394,0.4434223473072052,0.6934201121330261,1,1,2.8145825622994254,-1.625,-1.625,1.625,-0.43461593985557556,-1.2937477231025696,-0.3667604923248291,-2.22073495388031,-0.13614147901535034,-0.6181637048721313,0.819027901137733,0.23202446103096008,0.24999776482582092,-0.01797330379486084,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,75,ranking_fail,scorer_ranking,2,2,17.0,0.513434648513794,16,58960,59723,0.1469581127166748,-0.8911300897598267,-1.2256735563278198,-0.5565866231918335,0.06387173384428024,0.21885545551776886,2,2,7.44668550430324,6.5,3.25,1.625,59000,59723,0.6603927612304688,0.611557126045227,1.3712315559387207,-0.148117333650589,0.8572948575019836,0.3292708694934845,1,1,2.2980970388562794,1.625,1.625,0.0,-0.513434648513794,-1.5026872158050537,-2.5969051122665405,-0.4084692895412445,-0.7934231236577034,-0.11041541397571564,5.14858846544696,0.15498372167348862,0.5280239880084991,-0.37304026633501053,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,77,ranking_fail,scorer_ranking,2,1,12.0,0.4767026007175445,16,60497,61191,0.23748305439949036,0.24935561418533325,0.21998286247253418,0.2787283658981323,0.17767541110515594,0.30561456084251404,1,2,5.138701197773616,0.0,1.625,4.875,60506,61191,0.7141856551170349,1.3504021167755127,1.703860878944397,0.9969433546066284,0.7835511565208435,0.6267449855804443,1,1,2.2980970388562794,-1.625,0.0,-1.625,-0.47670260071754456,-1.1010465025901794,-1.4838780164718628,-0.7182149887084961,-0.6058757454156876,-0.3211304247379303,2.840604158917337,0.1279391497373581,0.15680617094039917,-0.028867021203041077,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,80,ranking_fail,scorer_ranking,2,2,15.0,0.5670208185911179,16,62117,62765,0.14100153744220734,-0.8858450055122375,-0.4614209830760956,-1.3102689981460571,0.1453222781419754,0.13408829271793365,2,2,8.285906709588275,-4.875,1.625,6.5,62118,62765,0.7080223560333252,0.7278598546981812,1.108762502670288,0.3469572067260742,0.6986412405967712,0.7032585740089417,1,1,5.3895152843275245,-4.875,-1.625,-1.625,-0.5670208185911179,-1.6137048602104187,-1.5701834857463837,-1.6572262048721313,-0.5533189624547958,-0.569170281291008,2.8963914252607506,0.011233985424041748,0.00461733341217041,0.006616652011871338,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,80,ranking_fail,scorer_ranking,3,3,10.0,0.2228441536426544,24,62433,63056,0.14818108081817627,-1.1156021356582642,-0.967320442199707,-1.2638838291168213,0.10467531532049179,0.16618886590003967,3,3,11.375,-9.75,-4.875,3.25,62352,63056,0.3710252344608307,-0.19776713848114014,0.6820683479309082,-1.0776026248931885,0.5447092056274414,0.20021787285804749,2,1,4.596194077712559,0.0,-3.25,-3.25,-0.22284415364265442,-0.917834997177124,-1.6493887901306152,-0.1862812042236328,-0.4400338903069496,-0.03402900695800781,6.778805922287441,0.06151355057954788,0.3444913327693939,-0.28297778218984604,0,0,0,1,0,0,0,0,,,0
fixed8,6bba_05db0fb1,82,ranking_fail,scorer_ranking,2,2,11.0,0.0944636762142181,23,63965,64661,0.3177279829978943,-0.45303815603256226,-0.17411290109157562,-0.7319633960723877,0.36877909302711487,0.25243452191352844,2,2,5.138701197773616,0.0,-1.625,-4.875,63997,64661,0.4121916592121124,-0.1927454024553299,-0.2990485429763794,-0.08644226938486099,0.3254673182964325,0.4813877046108246,2,1,7.44668550430324,-3.25,1.625,6.5,-0.09446367621421814,-0.26029275357723236,0.12493564188480377,-0.6455211266875267,0.04331177473068237,-0.22895318269729614,-2.3079843065296233,0.11634457111358643,0.1559203863143921,-0.039575815200805664,1,0,0,0,1,1,1,4,0.8500000000000001,1.0,0
