dataset,dataset_family,t,gt_source_id,gt_target_id,pred_source_id,predicted_target_id,predicted_target_gt_id,matched_gt_target_pred_id,source_node_matched,target_node_matched,source_match_distance_um,target_match_distance_um,correct,outcome,edge_tp,edge_fp,edge_fn,selected_edge_score,selected_edge_distance_um,gt_displacement_um,selected_outgoing_edge_count,persisted_outgoing_edge_count,candidate_export_complete,local_density_pred,density_radius_um,candidate_count,best_candidate_target_id,best_candidate_score,second_candidate_score,candidate_margin,density_bin,margin_bin,selected_for_intervention
6bba_05db0fb1,6bba,25,26000397,27000414,20177.0,21035.0,,21036.0,True,True,2.0714766773970688,2.333728575156074,False,wrong_association,0,1,1,0.5781770944595337,5.3895152843275245,7.278567102287373,1,1,False,7,15.0,,,,,,medium_low,unavailable,True
6bba_05b6850b,6bba,0,1000010,2000017,71.0,149.0,2000017.0,149.0,True,True,1.8168052317185792,0.5745242597140698,True,correct,1,0,0,0.5784463286399841,2.29809703885628,3.494694639736067,1,1,False,1,15.0,,,,,,low,unavailable,True
6bba_05b6850b,6bba,52,53000468,54000477,3627.0,3707.0,54000477.0,3707.0,True,True,1.86167137607581,1.86167137607581,True,correct,1,0,0,0.5789960026741028,0.0,0.0,1,1,False,3,15.0,,,,,,low,unavailable,True
6bba_05b6850b,6bba,77,78000751,79000763,5616.0,5688.0,79000763.0,5688.0,True,True,2.03125,1.6750116604071743,True,correct,1,0,0,0.5790168046951294,0.0,2.29809703885628,1,1,False,4,15.0,,,,,,medium_low,unavailable,True
6bba_05b6850b,6bba,64,65000598,66000607,4662.0,4732.0,66000607.0,4732.0,True,True,2.1877232028983924,4.958913218891817,True,correct,1,0,0,0.5794059634208679,3.9804208320226646,3.494694639736067,1,1,False,3,15.0,,,,,,low,unavailable,True
6bba_05b6850b,6bba,37,38000340,39000348,2628.0,2695.0,39000348.0,2695.0,True,True,0.5745242597140698,5.658407737606049,True,correct,1,0,0,0.5794844627380371,3.9804208320226646,2.4375,1,1,False,2,15.0,,,,,,low,unavailable,True
6bba_05b6850b,6bba,53,54000477,55000486,3707.0,3794.0,55000486.0,3794.0,True,True,1.86167137607581,2.03125,True,correct,1,0,0,0.5844444036483765,5.138701197773616,2.569350598886808,1,1,False,3,15.0,,,,,,low,unavailable,True
6bba_05db0fb1,6bba,96,97001888,98001901,73585.0,74254.0,98001901.0,74254.0,True,True,1.6750116604071743,0.40625,True,correct,1,0,0,0.5849563479423523,2.8145825622994254,1.8168052317185792,1,1,False,10,15.0,,,,,,medium_high,unavailable,True
6bba_05b6850b,6bba,17,18000151,19000160,1363.0,1437.0,19000160.0,1437.0,True,True,3.350023320814349,4.162823748671087,True,correct,1,0,0,0.5862069725990295,2.29809703885628,1.4647552056572457,1,1,False,2,15.0,,,,,,low,unavailable,True
6bba_05b6850b,6bba,65,66000606,67000616,4735.0,4810.0,67000616.0,4810.0,True,True,1.6750116604071743,1.4647552056572457,True,correct,1,0,0,0.5872102975845337,2.29809703885628,0.8125,1,1,False,2,15.0,,,,,,low,unavailable,True
6bba_05b6850b,6bba,44,45000400,46000408,3095.0,3164.0,46000408.0,3164.0,True,True,1.1490485194281397,4.908737426772795,True,correct,1,0,0,0.5902323722839355,3.6336104634371584,1.7235727791422095,1,1,False,3,15.0,,,,,,low,unavailable,True
6bba_05b6850b,6bba,35,36000322,37000331,2520.0,2575.0,37000331.0,2575.0,True,True,1.4647552056572457,0.8125,True,correct,1,0,0,0.5913708806037903,0.0,0.9084026158592896,1,1,False,2,15.0,,,,,,low,unavailable,True
6bba_05db0fb1,6bba,92,93001826,94001844,70752.0,71436.0,94001844.0,71436.0,True,True,0.5745242597140698,1.8168052317185792,True,correct,1,0,0,0.5918936729431152,6.700046641628698,4.908737426772795,1,1,False,10,15.0,,,,,,medium_high,unavailable,True
6bba_05db0fb1,6bba,4,5000062,6000078,3720.0,4487.0,6000078.0,4487.0,True,True,1.8168052317185792,0.40625,True,correct,1,0,0,0.5924598574638367,3.9804208320226646,2.333728575156074,1,1,False,10,15.0,,,,,,medium_high,unavailable,True
6bba_05b6850b,6bba,33,34000303,35000312,2401.0,2461.0,35000312.0,2461.0,True,True,1.8168052317185792,1.8168052317185792,True,correct,1,0,0,0.5927417874336243,0.0,0.0,1,1,False,3,15.0,,,,,,low,unavailable,True
6bba_05db0fb1,6bba,47,48000890,49000912,38315.0,39083.0,49000912.0,39083.0,True,True,1.7235727791422095,1.86167137607581,True,correct,1,0,0,0.5939022898674011,1.625,1.4647552056572457,1,1,False,17,15.0,,,,,,high,unavailable,True
6bba_05b6850b,6bba,32,33000294,34000303,2339.0,2401.0,34000303.0,2401.0,True,True,4.89189779763437,1.8168052317185792,True,correct,1,0,0,0.5950798392295837,3.9804208320226646,2.03125,1,1,False,3,15.0,,,,,,low,unavailable,True
6bba_05db0fb1,6bba,62,63001216,64001239,49452.0,50182.0,64001239.0,50182.0,True,True,5.28125,4.89189779763437,True,correct,1,0,0,0.5952362418174744,2.29809703885628,1.7235727791422095,1,1,False,13,15.0,,,,,,medium_high,unavailable,True
6bba_05b6850b,6bba,52,53000473,54000482,3689.0,3769.0,,3766.0,True,True,2.333728575156074,1.6750116604071743,False,wrong_association,0,1,1,0.5969657897949219,0.0,0.0,1,1,False,3,15.0,,,,,,low,unavailable,True
6bba_05b6850b,6bba,51,52000464,53000473,3608.0,3689.0,53000473.0,3689.0,True,True,1.625,2.333728575156074,True,correct,1,0,0,0.6005938649177551,1.625,0.40625,1,1,False,3,15.0,,,,,,low,unavailable,True
6bba_05b6850b,6bba,36,37000331,38000340,2575.0,2628.0,38000340.0,2628.0,True,True,0.8125,0.5745242597140698,True,correct,1,0,0,0.6063068509101868,0.0,0.5745242597140698,1,1,False,2,15.0,,,,,,low,unavailable,True
6bba_05db0fb1,6bba,48,49000911,50000930,39057.0,39845.0,50000930.0,39845.0,True,True,0.0,1.4647552056572457,True,correct,1,0,0,0.6076547503471375,2.29809703885628,0.9084026158592896,1,1,False,13,15.0,,,,,,medium_high,unavailable,True
6bba_05b6850b,6bba,50,51000454,52000464,3530.0,3608.0,52000464.0,3608.0,True,True,2.0714766773970688,1.625,True,correct,1,0,0,0.6097522377967834,0.0,1.7235727791422095,1,1,False,3,15.0,,,,,,low,unavailable,True
44b6_0b24845f,44b6,40,119000000036,120000000036,13045.0,13335.0,120000000036.0,13335.0,True,True,5.859020822628983,2.0714766773970688,True,correct,1,0,0,0.6103648543357849,5.138701197773616,4.33756303988772,1,1,False,7,15.0,,,,,,medium_low,unavailable,True
6bba_05db0fb1,6bba,96,97001884,98001898,73469.0,74157.0,98001898.0,74157.0,True,True,1.86167137607581,0.40625,True,correct,1,0,0,0.6107685565948486,1.625,0.8125,1,1,False,12,15.0,,,,,,medium_high,unavailable,True
6bba_05db0fb1,6bba,19,20000293,21000314,15923.0,16746.0,21000314.0,16746.0,True,True,1.86167137607581,1.9902104160113323,True,correct,1,0,0,0.6123080253601074,2.8145825622994254,3.832554834897995,1,1,False,9,15.0,,,,,,medium_low,unavailable,True
6bba_05b6850b,6bba,60,61000553,62000564,4353.0,4433.0,62000564.0,4433.0,True,True,1.6750116604071743,1.7235727791422095,True,correct,1,0,0,0.6143505573272705,5.138701197773616,5.154734625807618,1,1,False,3,15.0,,,,,,low,unavailable,True
6bba_05db0fb1,6bba,65,66001287,67001309,51767.0,52459.0,,52506.0,True,True,1.284675299443404,1.4647552056572457,False,wrong_association,0,1,1,0.6144218444824219,7.621925609713073,2.6012692214570947,1,1,False,14,15.0,,,,,,high,unavailable,True
6bba_05db0fb1,6bba,86,87001683,88001706,66209.0,66917.0,88001706.0,66917.0,True,True,1.86167137607581,5.51064311128928,True,correct,1,0,0,0.61614990234375,3.9804208320226646,2.333728575156074,1,1,False,7,15.0,,,,,,medium_low,unavailable,True
44b6_0b24845f,44b6,41,120000000036,121000000037,13335.0,13621.0,121000000037.0,13621.0,True,True,2.0714766773970688,0.9084026158592896,True,correct,1,0,0,0.6182492971420288,5.3895152843275245,5.154734625807618,1,1,False,5,15.0,,,,,,medium_low,unavailable,True
6bba_05db0fb1,6bba,87,88001703,89001725,66788.0,67519.0,,67462.0,True,True,2.368824207280903,2.1877232028983924,False,wrong_association,0,1,1,0.6195658445358276,4.875,7.094851236107774,1,1,False,15,15.0,,,,,,high,unavailable,True
6bba_05db0fb1,6bba,76,77001495,78001516,59300.0,59972.0,78001516.0,59972.0,True,True,1.7235727791422095,6.662995408410545,True,correct,1,0,0,0.6224439144134521,5.138701197773616,2.9575446425202108,1,1,False,15,15.0,,,,,,high,unavailable,True
6bba_05db0fb1,6bba,52,53000996,54001019,42126.0,42848.0,54001019.0,42848.0,True,True,0.5745242597140698,1.7235727791422095,True,correct,1,0,0,0.624257504940033,2.29809703885628,3.350023320814349,1,1,False,18,15.0,,,,,,high,unavailable,True
6bba_05db0fb1,6bba,37,38000674,39000693,30820.0,31612.0,39000693.0,31612.0,True,True,0.40625,3.494694639736067,True,correct,1,0,0,0.6254424452781677,3.6336104634371584,1.4647552056572457,1,1,False,12,15.0,,,,,,medium_high,unavailable,True
6bba_05b6850b,6bba,76,77000738,78000751,5544.0,5616.0,78000751.0,5616.0,True,True,2.03125,2.03125,True,correct,1,0,0,0.6256957054138184,0.0,0.0,1,1,False,3,15.0,,,,,,low,unavailable,True
6bba_05db0fb1,6bba,55,56001058,57001081,44112.0,44836.0,57001081.0,44836.0,True,True,1.8168052317185792,2.368824207280903,True,correct,1,0,0,0.6257048845291138,3.9804208320226646,4.487177913232324,1,1,False,15,15.0,,,,,,high,unavailable,True
6bba_05b6850b,6bba,39,40000356,41000364,2758.0,2823.0,41000364.0,2823.0,True,True,1.1490485194281397,1.4647552056572457,True,correct,1,0,0,0.625726580619812,2.29809703885628,2.333728575156074,1,1,False,2,15.0,,,,,,low,unavailable,True
6bba_05db0fb1,6bba,65,66001293,67001312,51796.0,52493.0,,52554.0,True,True,1.86167137607581,3.447145558284419,False,wrong_association,0,1,1,0.6272988319396973,6.700046641628698,2.03125,1,1,False,9,15.0,,,,,,medium_low,unavailable,True
6bba_05db0fb1,6bba,78,79001547,80001569,60968.0,61682.0,80001569.0,61682.0,True,True,6.809990937035085,5.3895152843275245,True,correct,1,0,0,0.6273939609527588,3.25,0.40625,1,1,False,11,15.0,,,,,,medium_high,unavailable,True
6bba_05db0fb1,6bba,80,81001591,82001605,62404.0,63103.0,82001605.0,63103.0,True,True,1.7235727791422095,0.40625,True,correct,1,0,0,0.6296743154525757,1.625,2.333728575156074,1,1,False,14,15.0,,,,,,high,unavailable,True
6bba_05db0fb1,6bba,80,81001578,82001600,62051.0,62743.0,,62688.0,True,True,3.494694639736067,4.0827619710803615,False,wrong_association,0,1,1,0.6312605142593384,2.8145825622994254,7.501887783251626,1,1,False,14,15.0,,,,,,high,unavailable,True
6bba_05db0fb1,6bba,87,88001717,89001742,67178.0,67902.0,89001742.0,67902.0,True,True,0.5745242597140698,2.0714766773970688,True,correct,1,0,0,0.6314149498939514,3.6336104634371584,2.4375,1,1,False,12,15.0,,,,,,medium_high,unavailable,True
6bba_05b6850b,6bba,51,52000457,53000468,3553.0,3627.0,53000468.0,3627.0,True,True,0.5745242597140698,1.86167137607581,True,correct,1,0,0,0.6320385932922363,2.29809703885628,0.9084026158592896,1,1,False,3,15.0,,,,,,low,unavailable,True
6bba_05b6850b,6bba,76,77000733,78000746,5513.0,5586.0,78000746.0,5586.0,True,True,4.394265616971737,4.394265616971737,True,correct,1,0,0,0.6331232190132141,0.0,0.0,1,1,False,2,15.0,,,,,,low,unavailable,True
6bba_05b6850b,6bba,43,44000386,45000395,2970.0,3039.0,45000395.0,3039.0,True,True,0.9084026158592896,0.40625,True,correct,1,0,0,0.6334439516067505,3.9804208320226646,3.350023320814349,1,1,False,4,15.0,,,,,,medium_low,unavailable,True
6bba_05db0fb1,6bba,19,20000298,21000317,15991.0,16828.0,21000317.0,16828.0,True,True,3.2752922102462856,3.374565944310468,True,correct,1,0,0,0.6354171633720398,2.29809703885628,3.093907824257213,1,1,False,12,15.0,,,,,,medium_high,unavailable,True
6bba_05db0fb1,6bba,92,93001821,94001835,70606.0,71286.0,94001835.0,71286.0,True,True,0.8125,0.9084026158592896,True,correct,1,0,0,0.6363241076469421,6.894291116568838,6.662995408410545,1,1,False,18,15.0,,,,,,high,unavailable,True
6bba_05db0fb1,6bba,87,88001706,89001726,66917.0,67620.0,,67560.0,True,True,5.51064311128928,2.1877232028983924,False,wrong_association,0,1,1,0.6369063854217529,1.625,9.690574109024707,1,1,False,8,15.0,,,,,,medium_low,unavailable,True
6bba_05b6850b,6bba,49,50000437,51000447,3401.0,3474.0,51000447.0,3474.0,True,True,0.5745242597140698,0.40625,True,correct,1,0,0,0.6379724740982056,0.0,0.9084026158592896,1,1,False,4,15.0,,,,,,medium_low,unavailable,True
6bba_05db0fb1,6bba,71,72001408,73001421,56141.0,56848.0,73001421.0,56848.0,True,True,2.03125,2.0714766773970688,True,correct,1,0,0,0.6389484405517578,2.29809703885628,0.40625,1,1,False,14,15.0,,,,,,high,unavailable,True
6bba_05db0fb1,6bba,38,39000686,40000704,31361.0,32153.0,40000704.0,32153.0,True,True,1.284675299443404,1.1490485194281397,True,correct,1,0,0,0.639402449131012,6.700046641628698,6.625736987309412,1,1,False,11,15.0,,,,,,medium_high,unavailable,True
6bba_05db0fb1,6bba,38,39000682,40000698,31238.0,32043.0,40000698.0,32043.0,True,True,0.9084026158592896,0.0,True,correct,1,0,0,0.640536904335022,5.3895152843275245,5.343384490423649,1,1,False,13,15.0,,,,,,medium_high,unavailable,True
6bba_05db0fb1,6bba,56,57001092,58001114,45283.0,46019.0,58001114.0,46019.0,True,True,1.7235727791422095,1.86167137607581,True,correct,1,0,0,0.6446186900138855,2.29809703885628,2.1877232028983924,1,1,False,14,15.0,,,,,,high,unavailable,True
6bba_05db0fb1,6bba,27,28000432,29000450,21870.0,22685.0,29000450.0,22685.0,True,True,2.333728575156074,2.368824207280903,True,correct,1,0,0,0.6449685096740723,3.6336104634371584,2.9575446425202108,1,1,False,8,15.0,,,,,,medium_low,unavailable,True
6bba_05db0fb1,6bba,93,94001835,95001856,71286.0,72031.0,95001856.0,72031.0,True,True,0.9084026158592896,0.40625,True,correct,1,0,0,0.6496782302856445,4.875,4.942244555867304,1,1,False,17,15.0,,,,,,high,unavailable,True
6bba_05db0fb1,6bba,50,51000955,52000979,40727.0,41476.0,52000979.0,41476.0,True,True,2.8145825622994254,2.0714766773970688,True,correct,1,0,0,0.6500445008277893,0.0,2.632800908728193,1,1,False,13,15.0,,,,,,medium_high,unavailable,True
6bba_05b6850b,6bba,59,60000542,61000553,4277.0,4353.0,61000553.0,4353.0,True,True,1.6750116604071743,1.6750116604071743,True,correct,1,0,0,0.6507264375686646,0.0,0.0,1,1,False,2,15.0,,,,,,low,unavailable,True
6bba_05db0fb1,6bba,65,66001288,67001310,51848.0,52581.0,67001310.0,52581.0,True,True,1.6750116604071743,1.625,True,correct,1,0,0,0.6515406966209412,1.625,1.21875,1,1,False,15,15.0,,,,,,high,unavailable,True
6bba_05db0fb1,6bba,45,46000852,47000869,36810.0,37563.0,47000869.0,37563.0,True,True,1.6750116604071743,1.7235727791422095,True,correct,1,0,0,0.6522613763809204,2.29809703885628,2.03125,1,1,False,16,15.0,,,,,,high,unavailable,True
6bba_05db0fb1,6bba,56,57001081,58001102,44836.0,45577.0,58001102.0,45577.0,True,True,2.368824207280903,0.40625,True,correct,1,0,0,0.6524397730827332,3.6336104634371584,2.1877232028983924,1,1,False,15,15.0,,,,,,high,unavailable,True
6bba_05db0fb1,6bba,63,64001239,65001263,50182.0,50911.0,,50973.0,True,True,4.89189779763437,4.33756303988772,False,wrong_association,0,1,1,0.6526150107383728,1.625,1.6750116604071743,1,1,False,14,15.0,,,,,,high,unavailable,True
6bba_05db0fb1,6bba,38,39000683,40000699,31275.0,32038.0,40000699.0,32038.0,True,True,1.6750116604071743,1.8168052317185792,True,correct,1,0,0,0.6555046439170837,10.017172754824587,6.809990937035085,1,1,False,14,15.0,,,,,,high,unavailable,True
6bba_05db0fb1,6bba,75,76001485,77001510,58910.0,59553.0,,59669.0,True,True,1.86167137607581,1.86167137607581,False,wrong_association,0,1,1,0.6572641730308533,6.5,6.822097597147082,1,1,False,17,15.0,,,,,,high,unavailable,True
